_id,alumno_id,curso_id,fecha_inicio,estado,porcentaje_progreso
f924b155ac748d13df9f79da,69da83d24fd7e59767eb9623,451b4e4da923ca1d5c0856d6,2023-11-20T00:00:00.000Z,activa,67.7
326467c7d152a17166112e6d,69da83d24fd7e59767eb963b,215821bfa047582c5ee05bc1,2022-12-26T00:00:00.000Z,completada,100.0
d7fad5d3c82166315b3357d7,69da83d24fd7e59767eb963b,9e384d5ea8455429fa161a54,2022-03-18T00:00:00.000Z,activa,16.4
c69b0ae04ab3baa33abb6ca6,69da83d24fd7e59767eb963b,cd0f21c4cc9b7a88497231fe,2022-07-20T00:00:00.000Z,activa,30.5
335f4b450b517624ec399fe0,69da83d24fd7e59767eb963b,d13258c3b7e52dfd91c08768,2022-09-03T00:00:00.000Z,activa,42.7
24f55eca5168fbe3760e79e0,69da83d24fd7e59767eb963b,59a5883f46d530cb27e050be,2022-12-03T00:00:00.000Z,abandonada,38.9
0fa665ce8f8c19313473d8b8,69da83d24fd7e59767eb963b,0eaf4255c63433a93baf9d01,2023-05-22T00:00:00.000Z,completada,100.0
6450f96b057dcd6a5c8b5cef,69da83d24fd7e59767eb9695,cd0f21c4cc9b7a88497231fe,2022-12-11T00:00:00.000Z,completada,100.0
9269f23b28d1f01f12a91b63,69da83d24fd7e59767eb9695,e5e7d1b0e7134959c911712c,2023-07-16T00:00:00.000Z,activa,63.3
ad9cca12b0e582b6838b5054,69da83d24fd7e59767eb963e,39b788ea798b0635fbd77cf5,2022-06-24T00:00:00.000Z,completada,100.0
ff283f02f9565ca21d334180,69da83d24fd7e59767eb963e,b0489cc905165d5f38dc7d84,2022-08-16T00:00:00.000Z,abandonada,48.0
8441974f7d7e95b99283fde2,69da83d24fd7e59767eb963e,28e3b53799dc1783b9bc09bc,2022-08-27T00:00:00.000Z,activa,69.8
e8fb7f6dd0d75db19e665bd6,69da83d24fd7e59767eb963e,c607cd43b9c7c3b1f4995813,2022-06-23T00:00:00.000Z,completada,100.0
46c2668c961d3c8c824662bc,69da83d24fd7e59767eb963e,2a007e583ec8cd7c3914299c,2023-11-19T00:00:00.000Z,activa,69.1
1ea6a1546e76113361440035,69da83d24fd7e59767eb967d,a4d81be5025a6aba1a7ec6c4,2023-07-25T00:00:00.000Z,completada,100.0
746fb5ae527e2e8efbcf6d33,69da83d24fd7e59767eb9655,a998e2dff83012bf1e06c1e7,2022-08-24T00:00:00.000Z,completada,100.0
7d96c74c11edb6dbf9a9ab44,69da83d24fd7e59767eb9655,cfcdd462e46994249ef52acb,2022-02-07T00:00:00.000Z,activa,60.5
7559586b4fd5ec84fac1acf3,69da83d24fd7e59767eb9655,80a94b0d849ae96b195c3121,2023-03-13T00:00:00.000Z,completada,100.0
aea6dc8c9a841830997e002f,69da83d24fd7e59767eb9651,6590ffb91933322476236461,2022-12-07T00:00:00.000Z,abandonada,32.9
216232492ebf5098aacb7de7,69da83d24fd7e59767eb9651,e9c8522f77130d64fde6d4f0,2022-03-19T00:00:00.000Z,abandonada,13.6
c72e4b4dc337dd1f11f84c09,69da83d24fd7e59767eb9651,c824d3881a6e052e4aee2279,2022-06-06T00:00:00.000Z,activa,40.6
7341ecdb8fd9f1cca7f988d6,69da83d24fd7e59767eb9651,2d7f2f3e3fc2def62b69f5f3,2022-11-16T00:00:00.000Z,abandonada,8.7
bc1357efa98c9b222477e0a5,69da83d24fd7e59767eb9651,6d30546609bee500fe479117,2022-02-12T00:00:00.000Z,completada,100.0
17e4050a8de40e623a0ca384,69da83d24fd7e59767eb9651,7f6cd6c847779febe2a95b3b,2022-11-12T00:00:00.000Z,completada,100.0
da3e94cf0fe76c14604dbe62,69da83d24fd7e59767eb9651,60d5543a8799eb6a745bd286,2023-11-13T00:00:00.000Z,completada,100.0
e4314b9154ea67b36b33ab45,69da83d24fd7e59767eb96a8,b874b092216e14ba715dcc1b,2022-02-28T00:00:00.000Z,activa,19.4
b02279275ea68f84daa2d0f7,69da83d24fd7e59767eb96a8,de879c7e576bfd4a657f0b96,2023-12-26T00:00:00.000Z,abandonada,33.0
b0a623616f953654bf24cfef,69da83d24fd7e59767eb969c,a6bccdb36122f1f020eab600,2022-02-01T00:00:00.000Z,abandonada,33.0
454f7fd1c20f25d4280a4e9b,69da83d24fd7e59767eb969c,ef16168fa3a5862711f494ed,2022-01-01T00:00:00.000Z,activa,22.0
9d50ba54b9cd7efe57b0c289,69da83d24fd7e59767eb969c,40ce80d7cd372518ab311e8c,2022-11-08T00:00:00.000Z,abandonada,43.0
81c06dd77e15e485d4835122,69da83d24fd7e59767eb969c,64ae34efc1ad5e45a1bd56ea,2022-09-27T00:00:00.000Z,activa,59.2
ef16ada365b06a8c96a739b9,69da83d24fd7e59767eb969c,d3ae6bf99404105b459e66c4,2022-08-27T00:00:00.000Z,abandonada,20.5
43d1f8f0b606226603c6119a,69da83d24fd7e59767eb969c,33cc4b238c5394931210f28b,2022-01-10T00:00:00.000Z,abandonada,7.6
4df6dd4dc6947cb5631fee0c,69da83d24fd7e59767eb969c,8c27d5e6af26f420ecaf37de,2022-09-04T00:00:00.000Z,activa,68.5
967b2016973440ed0a67312c,69da83d24fd7e59767eb969c,20244a6538351ee94a93b495,2022-09-13T00:00:00.000Z,completada,100.0
acd001d879b2d2a5fbe5c6a7,69da83d24fd7e59767eb969c,ce33011a916354020332382a,2023-06-16T00:00:00.000Z,abandonada,44.7
c98db63881a271e60e6c59e6,69da83d24fd7e59767eb966f,479916a2896af40ec372f229,2022-08-16T00:00:00.000Z,completada,100.0
ec2929ce9227ddd4403a3279,69da83d24fd7e59767eb966f,9cbc95c656074df65ddbc5de,2022-06-04T00:00:00.000Z,activa,79.9
8787b9327d5a0dc914233193,69da83d24fd7e59767eb966f,7d614e5e5314567e9f019396,2023-12-01T00:00:00.000Z,abandonada,45.9
e6c8d05f7bcd6b0511f2c56f,69da83d24fd7e59767eb9667,b2a1cbcc7ab986a3f85a03cd,2023-11-05T00:00:00.000Z,activa,77.1
0b813472dee3711d83d84958,69da83d24fd7e59767eb964e,e4bbb57335ca34b7ddfe594d,2022-04-12T00:00:00.000Z,activa,74.8
8337e89ccd3fbdf65680ccfa,69da83d24fd7e59767eb964e,030529a78ce74d189c40d33d,2022-12-02T00:00:00.000Z,abandonada,21.7
a67e4b8b9123dbc283bf7af1,69da83d24fd7e59767eb964e,93b120463b8740700bfdbe09,2023-02-01T00:00:00.000Z,completada,100.0
c158ac6b07d668d20d4a9314,69da83d24fd7e59767eb96a2,238849a5209d0897aed82e1a,2023-11-17T00:00:00.000Z,completada,100.0
a171e128387a5adca2ab513d,69da83d24fd7e59767eb9653,0db61feb918427ff44200e61,2023-12-03T00:00:00.000Z,activa,27.0
08f714715c54d0aff35ef125,69da83d24fd7e59767eb9646,738b61a09fc18e933de4087f,2023-09-02T00:00:00.000Z,completada,100.0
1d6378816eeda71992b95120,69da83d24fd7e59767eb9620,6590ffb91933322476236461,2022-07-12T00:00:00.000Z,activa,57.0
5881d5240c880c97d9e00463,69da83d24fd7e59767eb9620,7ff5627c8e5895520b81e013,2022-08-05T00:00:00.000Z,completada,100.0
a522c297c1a076c7014f759d,69da83d24fd7e59767eb9620,2d7f2f3e3fc2def62b69f5f3,2022-05-02T00:00:00.000Z,abandonada,28.0
a2dacc21d80720a8b94157e5,69da83d24fd7e59767eb9620,7f6cd6c847779febe2a95b3b,2022-09-14T00:00:00.000Z,completada,100.0
57fa334634f3552ceccd462d,69da83d24fd7e59767eb9620,44439ec49211bbff0121e646,2023-08-22T00:00:00.000Z,abandonada,15.1
a0d1b1d05ec1dbcd974e9c1a,69da83d24fd7e59767eb9652,fc661ce144868e048cfdd13a,2022-01-04T00:00:00.000Z,abandonada,46.1
a32d1657de3c9974cfc5d370,69da83d24fd7e59767eb9652,a7ca04aa9064ead709b17f2b,2023-10-03T00:00:00.000Z,completada,100.0
3e685b31c12fc27fa210d5d0,69da83d24fd7e59767eb9640,c4cfbb8a096802f6d67c8720,2023-03-13T00:00:00.000Z,activa,30.4
a1e3f6650d6b9036e930ca7d,69da83d24fd7e59767eb964e,a08612cec422e847b81126ef,2022-02-02T00:00:00.000Z,completada,100.0
8f14ae8ddcca16f044def680,69da83d24fd7e59767eb964e,acda3f47a60d53522defabb0,2022-05-25T00:00:00.000Z,completada,100.0
eb1c7862fab624d3b4d1f6ee,69da83d24fd7e59767eb964e,a6073e014f9c0095f9a06c0a,2023-03-08T00:00:00.000Z,activa,20.8
feb553648ece7ec9fcc2a27b,69da83d24fd7e59767eb969d,03a4128914f58630aa6f69d8,2022-09-10T00:00:00.000Z,activa,63.8
c245d23ff5b4fea907441f58,69da83d24fd7e59767eb969d,238849a5209d0897aed82e1a,2022-01-25T00:00:00.000Z,completada,100.0
783e0c1db5255057163d71f0,69da83d24fd7e59767eb969d,209aa11b0b7146d284b7a941,2023-10-17T00:00:00.000Z,completada,100.0
36808e0982933761e757f1ed,69da83d24fd7e59767eb9660,f994fbe788f08d93206055c1,2023-03-13T00:00:00.000Z,abandonada,17.5
f11708f9f6f014e6b3d10b17,69da83d24fd7e59767eb967a,1ef2e829f1af258397286c4e,2023-05-19T00:00:00.000Z,activa,36.7
815c6711a982f1701e2f7b2f,69da83d24fd7e59767eb9663,a6bccdb36122f1f020eab600,2022-12-23T00:00:00.000Z,activa,62.2
ec6dd6cfb06407efd7b925ad,69da83d24fd7e59767eb9663,33cc4b238c5394931210f28b,2023-09-17T00:00:00.000Z,abandonada,36.3
661c504ded6ae6666662a02c,69da83d24fd7e59767eb96ae,27fa5995947cc6a03e9713b0,2023-08-17T00:00:00.000Z,activa,12.4
4db418ec9f2131b67503722b,69da83d24fd7e59767eb9654,ac7065ef2f24f495d8b6e927,2023-01-16T00:00:00.000Z,abandonada,7.5
47d55d9498d5b29aac3835cb,69da83d24fd7e59767eb967d,e9c8522f77130d64fde6d4f0,2022-08-10T00:00:00.000Z,abandonada,11.4
d4fc3b10244a395fcf07e5f8,69da83d24fd7e59767eb967d,6d30546609bee500fe479117,2023-08-01T00:00:00.000Z,completada,100.0
33ba68d999b0969e1d9fc931,69da83d24fd7e59767eb963d,b45a8b48cae1d0ab40a73d0c,2022-12-16T00:00:00.000Z,activa,30.4
4928aab2c9612c1a22ec80c2,69da83d24fd7e59767eb963d,99132225ee291ee561890f10,2022-01-27T00:00:00.000Z,abandonada,18.0
19ed46fb5fadae2b0c53dae9,69da83d24fd7e59767eb963d,cfcdd462e46994249ef52acb,2022-03-23T00:00:00.000Z,activa,71.5
2a440e7cc58e09038669dd0b,69da83d24fd7e59767eb963d,1f4e86556b7dc462472d4ac4,2022-12-14T00:00:00.000Z,completada,100.0
fde0f3892f81240241cbf792,69da83d24fd7e59767eb963d,65f74b93aa0c0256a94f3501,2022-06-01T00:00:00.000Z,activa,40.4
2ef0732f1fce4b302a6de636,69da83d24fd7e59767eb963d,dcc68f29383e1bc7cafcb298,2022-06-12T00:00:00.000Z,completada,100.0
1e71723190316d18a45d6808,69da83d24fd7e59767eb963d,27fa5995947cc6a03e9713b0,2022-08-24T00:00:00.000Z,abandonada,8.1
9f88bdcbd9b296a1c6a44846,69da83d24fd7e59767eb963d,66bf279924030da5f5834a23,2022-04-16T00:00:00.000Z,activa,11.7
282c7a204306d576f2698449,69da83d24fd7e59767eb963d,4dd624bed319d9c8d4531940,2023-12-12T00:00:00.000Z,completada,100.0
d38ced3f00db524b354d0b98,69da83d24fd7e59767eb9690,cd9df6caff20ce4a6ad74606,2023-02-25T00:00:00.000Z,activa,15.6
9ae1cd0f5c32b20e8ccd30c8,69da83d24fd7e59767eb968d,9b7b7a0171aac9ecbf300dc8,2022-12-06T00:00:00.000Z,completada,100.0
e8d3d3ad7917499e53a449f5,69da83d24fd7e59767eb968d,e89059f0275d0e550ff77902,2023-01-22T00:00:00.000Z,activa,27.6
1c92dfbd84ed735bb49048de,69da83d24fd7e59767eb9639,e81775f3ca4225f72051e671,2022-05-03T00:00:00.000Z,completada,100.0
da381583f8140bd371aee90a,69da83d24fd7e59767eb9639,1b82e2bb4c6b6bce636f5f4a,2023-11-16T00:00:00.000Z,abandonada,41.9
6d9f8bc2d6510c6138eb5b5b,69da83d24fd7e59767eb966e,2b8d6f81430b0b04a8778c53,2023-02-16T00:00:00.000Z,abandonada,51.5
df451c843f643289cee52dc1,69da83d24fd7e59767eb9656,03a4128914f58630aa6f69d8,2022-11-09T00:00:00.000Z,completada,100.0
d4bb2e1dd35c0b15b8e60e12,69da83d24fd7e59767eb9656,6c5d553bfc69f76fe011c5cb,2022-05-21T00:00:00.000Z,abandonada,54.8
d517bbb2051cfb3b6cc3ab19,69da83d24fd7e59767eb9656,2c5f51aa2e8733cd892d7531,2022-02-11T00:00:00.000Z,completada,100.0
61078af3154e06b011e7dbd2,69da83d24fd7e59767eb9656,238849a5209d0897aed82e1a,2022-08-06T00:00:00.000Z,activa,28.2
d611b597fad94f342d1e3360,69da83d24fd7e59767eb9656,baa8cc685b81e6090f538ec4,2022-03-18T00:00:00.000Z,completada,100.0
9740a07b334664b146fc0dec,69da83d24fd7e59767eb9656,b0745d89a52c96490bda7086,2022-09-03T00:00:00.000Z,activa,25.4
eaf6beee5e5d44cffe7bdd2a,69da83d24fd7e59767eb9656,209aa11b0b7146d284b7a941,2022-02-06T00:00:00.000Z,completada,100.0
2dd845fabcd4c528e1a3a678,69da83d24fd7e59767eb9656,72be9cad2f3a76d7c1c6f3ff,2023-06-14T00:00:00.000Z,completada,100.0
5be62ed9e7a839719b45aa0f,69da83d24fd7e59767eb96a6,b349db16cd5eef89649b3417,2023-10-02T00:00:00.000Z,completada,100.0
e61b78f479af381887d9fa69,69da83d24fd7e59767eb9650,39b788ea798b0635fbd77cf5,2023-01-14T00:00:00.000Z,completada,100.0
f616a4d0c17f3671e9241925,69da83d24fd7e59767eb9624,c53176183772b9f85bd1d560,2022-04-24T00:00:00.000Z,abandonada,38.4
36cd28a54274293cd5616911,69da83d24fd7e59767eb9624,16badeacb50164ea5ae54e83,2022-01-18T00:00:00.000Z,activa,33.0
e7566fe40ad69608238d82f1,69da83d24fd7e59767eb9624,035205d79b6830760b1cadd2,2022-03-06T00:00:00.000Z,activa,18.4
6ac89d116b3cc1f9247a9828,69da83d24fd7e59767eb9624,e81775f3ca4225f72051e671,2022-04-28T00:00:00.000Z,abandonada,27.1
e8a8ec0cf00e90faa15f515c,69da83d24fd7e59767eb9624,1b82e2bb4c6b6bce636f5f4a,2022-07-15T00:00:00.000Z,abandonada,43.2
0e137b1e1c4947881fe9a547,69da83d24fd7e59767eb9624,01b0366f11e374ee60aa0d30,2022-11-21T00:00:00.000Z,abandonada,31.3
e3f00001f21a4516c252af7b,69da83d24fd7e59767eb9624,02ce056c069ef09aed58ec80,2023-12-23T00:00:00.000Z,abandonada,42.4
9894fa7a224bf874db4c3682,69da83d24fd7e59767eb9652,f6a7db21f4cba4897ffc272d,2022-01-17T00:00:00.000Z,completada,100.0
7c0f5b42ea9eb6199298db87,69da83d24fd7e59767eb9652,6c5d553bfc69f76fe011c5cb,2022-03-23T00:00:00.000Z,completada,100.0
d5d9d724c0aa1f28b67dc462,69da83d24fd7e59767eb9652,3e013b961709eb2ce1155e85,2022-05-19T00:00:00.000Z,abandonada,54.8
34bae28290b35f97badf7f82,69da83d24fd7e59767eb9652,568ee98afbc09ae40d67c176,2022-06-26T00:00:00.000Z,completada,100.0
5c245b22b336e843b476ec38,69da83d24fd7e59767eb9652,d59f72b4da162ddab3e7e901,2022-06-11T00:00:00.000Z,completada,100.0
6842912b6fbe5e531b20c338,69da83d24fd7e59767eb9652,5383c96022d31f05843dcb0c,2023-01-25T00:00:00.000Z,completada,100.0
023709287d1a6480282bd8aa,69da83d24fd7e59767eb96b1,a243871170f5d82053f1b85c,2022-01-01T00:00:00.000Z,completada,100.0
e69e107edeb2c161cbdb5d0e,69da83d24fd7e59767eb96b1,d064249719108b99c3e3fcb6,2022-02-25T00:00:00.000Z,completada,100.0
a9051c347d0e0e81c1e304d2,69da83d24fd7e59767eb96b1,81e03b7e6ed29a8953da7a8a,2022-02-03T00:00:00.000Z,activa,10.8
64ddccbe567f6e57d05ea583,69da83d24fd7e59767eb96b1,686a5abede683a93f5b8424a,2022-07-20T00:00:00.000Z,abandonada,10.7
3eec741d511ca62db97e1c6f,69da83d24fd7e59767eb96b1,879bd3e2b9f87d3fe725724c,2022-03-10T00:00:00.000Z,completada,100.0
646f3e724be5f98de16bd593,69da83d24fd7e59767eb96b1,5c27ff15dc25940a73d260eb,2023-12-03T00:00:00.000Z,abandonada,32.1
8152b9cb1909fb1bb5b808e7,69da83d24fd7e59767eb9644,db123f7fcbbd8054e0501564,2023-05-09T00:00:00.000Z,abandonada,21.3
9c37ed0f943332930447c71b,69da83d24fd7e59767eb9634,3e013b961709eb2ce1155e85,2022-06-13T00:00:00.000Z,activa,34.5
5d061f6c26570383bf4e03fe,69da83d24fd7e59767eb9634,f6a7db21f4cba4897ffc272d,2022-01-13T00:00:00.000Z,activa,57.8
a90cd0d9ba679faec4ec86e6,69da83d24fd7e59767eb9634,d59f72b4da162ddab3e7e901,2023-01-28T00:00:00.000Z,completada,100.0
0485d348d97913227fecc302,69da83d24fd7e59767eb96b1,c8d268b47f3e1ae39c23bc0c,2022-02-21T00:00:00.000Z,activa,85.5
3dcbf4e00ed49ddc8a97e4b1,69da83d24fd7e59767eb96b1,8c92ebf3dad9f4daff6a6870,2023-10-19T00:00:00.000Z,activa,86.8
346eabd5449aa54c1df0c3db,69da83d24fd7e59767eb9654,42f36b7c9816d1f3e6c68d74,2022-05-22T00:00:00.000Z,completada,100.0
c1f8db35a502058da1f45cae,69da83d24fd7e59767eb9654,c386d850924f198de0edbd77,2022-06-13T00:00:00.000Z,abandonada,35.3
9d946b0edca70740c0e59886,69da83d24fd7e59767eb9654,ec51a7638a64d32578217059,2023-11-16T00:00:00.000Z,completada,100.0
2af35d587ebff6a8b21030bc,69da83d24fd7e59767eb96a7,2c5f51aa2e8733cd892d7531,2022-08-19T00:00:00.000Z,completada,100.0
a4e6b2eb5b7d85ab5be9188a,69da83d24fd7e59767eb96a7,b0745d89a52c96490bda7086,2023-11-08T00:00:00.000Z,activa,62.6
56fd40d3f390120afbcac54d,69da83d24fd7e59767eb96a8,6d6834c45bb765b3b8e87f79,2023-07-19T00:00:00.000Z,activa,33.6
d5f84f2a5426fa5a009e47d5,69da83d24fd7e59767eb969b,71c29a9247ee2e24c17f1ff7,2023-08-17T00:00:00.000Z,completada,100.0
b0a5ece90343d8f3b5c2485c,69da83d24fd7e59767eb969a,c75b693192bb2bfd633d6624,2023-04-14T00:00:00.000Z,abandonada,14.9
e1a6eb3434cf666ea3026204,69da83d24fd7e59767eb965c,2d7f2f3e3fc2def62b69f5f3,2023-02-14T00:00:00.000Z,abandonada,21.5
db7be92e03a1bcb31e55327a,69da83d24fd7e59767eb96a7,fb59e2c3344da8819e097d92,2022-03-07T00:00:00.000Z,abandonada,24.6
5103977d443ab4330c194ddb,69da83d24fd7e59767eb96a7,04b7cd037f69568004b89edc,2022-11-23T00:00:00.000Z,completada,100.0
657a4e95ef98abcdcac357c4,69da83d24fd7e59767eb96a7,c4dc5cbbbd96c1083b70a426,2022-07-10T00:00:00.000Z,activa,20.4
f0a1279a029f48778d4624f5,69da83d24fd7e59767eb96a7,7f989066dce40f3e0dc1059a,2022-08-09T00:00:00.000Z,completada,100.0
c36520f469b47778622852f6,69da83d24fd7e59767eb96a7,7704ab8b2f7dcaac122d4f4d,2022-07-07T00:00:00.000Z,completada,100.0
ec9ef86b0f6542bd0ed3a44f,69da83d24fd7e59767eb96a7,24345fed063f125ba31998aa,2022-02-12T00:00:00.000Z,completada,100.0
a0dd16a63d78c6dbb2c10dc0,69da83d24fd7e59767eb96a7,8cdf1252e0b513b4ab3a9d64,2023-05-09T00:00:00.000Z,completada,100.0
fad9851f764d42c646a605be,69da83d24fd7e59767eb96a0,6c5d553bfc69f76fe011c5cb,2022-04-20T00:00:00.000Z,completada,100.0
86851ed655f2f9db4967cdfe,69da83d24fd7e59767eb96a0,6ca4a318bc471b64dce50d24,2022-10-19T00:00:00.000Z,abandonada,44.0
3eac2f934d7a3e718472798e,69da83d24fd7e59767eb96a0,2c5f51aa2e8733cd892d7531,2022-08-07T00:00:00.000Z,activa,16.8
9ceadb75c0607d513c611776,69da83d24fd7e59767eb96a0,8cc9d136dd6c30d252c3cbeb,2022-08-24T00:00:00.000Z,activa,15.6
165ed52b2a2d5f1f363a03ee,69da83d24fd7e59767eb96a0,568ee98afbc09ae40d67c176,2022-05-14T00:00:00.000Z,completada,100.0
3ff645aaea69257adef0ea69,69da83d24fd7e59767eb96a0,35be1765123f9fff74fe4d76,2022-11-01T00:00:00.000Z,abandonada,42.0
fe5d194f559ce851f37d8774,69da83d24fd7e59767eb96a0,2222b4d45a2c110553a8f8d2,2023-08-20T00:00:00.000Z,completada,100.0
d99d663ee7d2cd6b85526c7b,69da83d24fd7e59767eb9647,cd0f21c4cc9b7a88497231fe,2022-12-19T00:00:00.000Z,activa,80.0
cbb39df154b8d867c12c3cea,69da83d24fd7e59767eb9647,d14f568f6364d5e0d65a2a5e,2022-06-23T00:00:00.000Z,activa,27.3
e052689f7f0700c51878e7ee,69da83d24fd7e59767eb9647,24ca4839c617d2a2b60fa131,2023-07-28T00:00:00.000Z,completada,100.0
7a029aab124c607464c6a37c,69da83d24fd7e59767eb9683,190b62f8b1d3355a8bb3ed3b,2022-10-02T00:00:00.000Z,abandonada,7.8
2d549d49bce83c9b579ddd88,69da83d24fd7e59767eb9683,e7df8db87883b10d31e12938,2023-12-03T00:00:00.000Z,activa,71.1
e416396c9e0b9449098ed80b,69da83d24fd7e59767eb965d,64ae34efc1ad5e45a1bd56ea,2022-01-16T00:00:00.000Z,activa,58.9
ff502bc0dc1901310ef4d99d,69da83d24fd7e59767eb965d,f7bd9771809bde2e5f5b9902,2023-08-12T00:00:00.000Z,abandonada,21.5
778e7bd90720203ff40ed9be,69da83d24fd7e59767eb96b4,c8d268b47f3e1ae39c23bc0c,2022-04-17T00:00:00.000Z,activa,78.1
1d6205b5d733fe5e1442bc16,69da83d24fd7e59767eb96b4,8c92ebf3dad9f4daff6a6870,2023-10-24T00:00:00.000Z,completada,100.0
f4be67d2268f9104a6792823,69da83d24fd7e59767eb9655,6590ffb91933322476236461,2022-05-22T00:00:00.000Z,abandonada,42.8
cb1d9ea9c006c9ca5556c9a3,69da83d24fd7e59767eb9655,7ff5627c8e5895520b81e013,2022-01-08T00:00:00.000Z,completada,100.0
56410a05100c436e2705275b,69da83d24fd7e59767eb9655,2d7f2f3e3fc2def62b69f5f3,2022-01-18T00:00:00.000Z,completada,100.0
73cee799f31949ea332a42e2,69da83d24fd7e59767eb9655,7f6cd6c847779febe2a95b3b,2022-10-26T00:00:00.000Z,activa,22.7
082c0cffc815eef2d2487c31,69da83d24fd7e59767eb9655,44439ec49211bbff0121e646,2023-03-16T00:00:00.000Z,activa,24.4
485307d878beb7484c7b73d1,69da83d24fd7e59767eb9661,08e51043b83b755ee65174bb,2022-12-26T00:00:00.000Z,activa,38.3
44bedf597837624f6fc29c55,69da83d24fd7e59767eb9661,40ce80d7cd372518ab311e8c,2022-10-19T00:00:00.000Z,completada,100.0
b10c21d4bd29fbf6e04245f8,69da83d24fd7e59767eb9661,e37812c408ee1fd044590643,2022-01-08T00:00:00.000Z,abandonada,6.2
9df8b1602734d5024a78327f,69da83d24fd7e59767eb9661,8107320eeb4e4b0f9bb808b3,2022-02-18T00:00:00.000Z,activa,52.9
3ebfc63a384638108feaa31a,69da83d24fd7e59767eb9661,d3ae6bf99404105b459e66c4,2022-04-14T00:00:00.000Z,abandonada,21.5
7c8f868239e5480beef98d2c,69da83d24fd7e59767eb9661,3a582726d7ee3ed5902d6a3e,2023-07-14T00:00:00.000Z,completada,100.0
a6aa20199ead0716346cec76,69da83d24fd7e59767eb96a5,ff76ed9846096dacb58a643d,2023-02-18T00:00:00.000Z,abandonada,17.7
5a4a45eabeb7bb1a8f267dcf,69da83d24fd7e59767eb96a3,fc661ce144868e048cfdd13a,2022-03-27T00:00:00.000Z,abandonada,25.7
f427da88dcff8d57de5a3bf8,69da83d24fd7e59767eb96a3,6d30546609bee500fe479117,2022-03-23T00:00:00.000Z,abandonada,34.4
ffeac73ff9697da85866d5d3,69da83d24fd7e59767eb96a3,d3ba9080b998d5f81e46d7af,2022-09-20T00:00:00.000Z,activa,41.1
b1ec893f2a806d3d96f87e9c,69da83d24fd7e59767eb96a3,e9c8522f77130d64fde6d4f0,2022-10-10T00:00:00.000Z,abandonada,27.3
a5455d3839b720d9a07d92de,69da83d24fd7e59767eb96a3,55e4dcec1ab4089d323b71dd,2023-07-09T00:00:00.000Z,completada,100.0
e20eb9da4ff9c634e525b251,69da83d24fd7e59767eb96a3,39b788ea798b0635fbd77cf5,2022-03-23T00:00:00.000Z,activa,25.5
973e9a6e93d7bfd0b913bd5e,69da83d24fd7e59767eb96a3,b0489cc905165d5f38dc7d84,2023-02-16T00:00:00.000Z,abandonada,25.0
1e9d4bdf687c3399bc065f88,69da83d24fd7e59767eb9648,6b641b3bab20dd488546a1a9,2022-01-10T00:00:00.000Z,abandonada,39.2
27cc547a0c56d6bafc3e72d8,69da83d24fd7e59767eb9648,c4cfbb8a096802f6d67c8720,2022-04-11T00:00:00.000Z,abandonada,26.5
a7cc0fc1eb56d27e8a243eca,69da83d24fd7e59767eb9648,908b3b0a44ac04d231b4af8d,2023-02-14T00:00:00.000Z,activa,86.6
